"char_ID","char_name","char_female"
1,"N'Jobu",0
2,"Zuri",0
3,"T'Chaka",0
4,"Okoye",1
5,"T'Challa",0
6,"Nakia",1
7,"Ramonda",1
8,"Shuri",1
9,"Ayo",1
10,"Erik Killmonger",0
11,"Ulysses Klaue",0
12,"M'Baku",0
13,"W'Kabi",0
14,"Sophia",1
15,"Everett Ross",0
16,"Linda",1
17,"Bucky Barnes",0
