eventID,sceneID,speakerID,Nick Fury (1),Phil Coulson (2),Maria Hill (3),Erik Selvig (4),Clint Barton (5),Loki (6),Luchkov (7),Natasha Romanoff (8),Bruce Banner (9),Steve Rogers (10),Tony Stark (11),Pepper Potts (12),JARVIS (13),The Other (14),Jasper Sitwell (15),Thor (16)
88,6,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
89,6,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,6,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
91,7,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
92,7,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
93,7,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
94,7,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
95,7,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
96,7,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
97,7,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
98,7,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
99,7,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
100,7,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
101,7,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
102,7,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
103,7,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
104,7,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
105,7,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
106,7,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
107,7,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
108,7,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
109,7,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
110,7,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
111,7,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
112,7,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
113,7,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
114,7,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
115,7,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
116,7,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
117,7,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
118,7,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
119,7,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
120,7,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
121,7,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
122,7,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
123,7,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
124,7,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
125,8,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
126,8,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,8,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
128,8,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,8,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
130,8,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,8,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
132,8,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,8,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
134,8,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,8,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
136,8,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,8,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
138,8,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139,8,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
140,8,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
141,8,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142,9,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
143,9,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
144,9,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
145,9,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
146,9,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
147,9,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
148,9,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
149,9,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
150,9,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
151,9,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
152,9,13,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
153,9,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
154,9,13,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
155,9,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
156,9,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
157,9,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
158,9,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
159,9,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
160,9,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
161,9,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
162,9,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
163,9,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
164,9,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
165,9,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
166,9,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
167,9,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
168,9,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
169,9,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
170,9,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
171,9,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
172,9,13,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
173,9,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
174,9,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175,9,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
176,9,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
177,9,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
178,9,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
179,9,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180,9,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
181,9,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
182,9,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
183,9,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,9,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
185,9,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
186,9,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
187,9,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
188,9,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
189,9,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190,9,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
191,9,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
192,9,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
193,9,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194,9,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
195,9,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196,9,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
197,9,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
198,9,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
199,9,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
200,9,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
201,9,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
202,9,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
203,9,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
204,9,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
205,9,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
206,9,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
207,9,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
208,9,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
209,9,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
210,9,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
211,9,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
212,9,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
213,9,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
214,9,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
215,9,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
216,9,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
217,9,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
218,10,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
219,10,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
220,10,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221,10,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
222,10,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
223,10,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
224,10,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
225,10,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
226,10,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
227,11,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
228,11,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
229,11,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
230,11,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
231,11,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
232,11,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
233,11,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
234,11,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
235,11,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
236,11,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
237,12,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
238,12,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
239,12,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
240,12,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241,12,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
242,12,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
243,12,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
244,12,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
245,12,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
246,12,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
247,12,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
248,12,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
249,12,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
250,12,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
251,12,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
252,12,8,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
253,12,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
254,12,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
255,12,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
256,13,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
257,13,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
258,13,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
259,13,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
260,13,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
261,13,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
262,13,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
263,13,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
264,13,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
265,13,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
266,13,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
267,13,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
268,13,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
269,13,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
270,13,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
271,14,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
272,14,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
273,14,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
274,14,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
275,14,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
276,14,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
277,14,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
278,14,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
279,14,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
280,14,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
281,14,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
282,15,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
283,15,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
284,15,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
285,15,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
286,15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
287,15,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
288,15,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
289,16,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
290,16,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
291,16,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
292,16,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
293,16,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
294,16,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
295,16,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
296,16,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
297,16,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
298,16,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
299,17,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
300,17,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
301,17,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
302,17,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
303,17,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
304,17,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
305,17,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
306,17,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
307,17,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
308,17,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
309,17,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
310,17,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
311,17,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
312,17,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
313,17,8,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
314,17,10,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
315,17,11,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
316,17,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
317,17,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
318,17,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
319,17,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
320,17,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
321,17,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
322,18,16,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
323,18,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
324,18,16,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
325,18,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
326,18,16,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
327,18,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
328,18,16,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
329,18,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
330,18,16,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
331,18,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
332,18,16,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
333,18,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
334,18,16,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
335,18,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
336,18,16,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
337,18,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
338,18,16,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
339,18,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
340,18,16,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
341,18,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
342,18,16,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
343,18,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
344,18,16,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
345,18,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
346,18,16,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
347,18,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
348,18,16,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
349,18,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
350,18,13,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
351,18,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
352,18,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
353,18,16,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
354,18,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
355,18,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
