eventID,sceneID,speakerID,Nick Fury (1),Phil Coulson (2),Maria Hill (3),Erik Selvig (4),Clint Barton (5),Loki (6),Luchkov (7),Natasha Romanoff (8),Bruce Banner (9),Steve Rogers (10),Tony Stark (11),Pepper Potts (12),JARVIS (13),The Other (14),Jasper Sitwell (15),Thor (16)
356,18,16,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
357,18,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
358,19,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
359,19,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
360,19,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
361,19,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
362,19,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
363,19,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
364,19,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
365,20,9,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
366,20,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
367,20,16,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
368,20,10,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
369,20,9,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
370,20,16,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
371,20,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
372,20,16,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
373,20,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
374,20,10,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
375,20,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
376,20,16,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
377,20,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
378,20,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
379,20,9,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
380,20,11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
381,20,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
382,20,11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
383,20,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
384,20,11,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1
385,20,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
386,20,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
387,20,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
388,20,11,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1
389,20,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
390,20,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
391,20,11,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1
392,20,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
393,20,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
394,20,11,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
395,20,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
396,20,11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
397,20,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
398,20,11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
399,20,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
400,20,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
401,20,10,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
402,20,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
403,20,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
404,20,10,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1
405,20,11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
406,20,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
407,21,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
408,21,11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
409,21,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
410,21,11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
411,21,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
412,21,11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
413,21,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
414,21,11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
415,21,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
416,21,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
417,21,11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
418,21,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
419,21,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
420,21,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
421,21,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
422,21,9,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
423,21,11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
424,21,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
425,21,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
426,21,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
427,21,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
428,21,11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
429,21,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
430,21,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
431,21,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
432,21,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
433,21,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
434,21,9,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
435,21,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
436,21,9,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
437,21,11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
438,21,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
439,21,9,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
440,21,11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
441,21,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
442,21,11,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
443,21,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
444,21,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
445,21,10,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
446,21,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
447,21,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
448,21,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
449,21,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
450,21,10,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
451,22,11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
452,22,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
453,22,11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
454,22,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
455,22,11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
456,22,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
457,22,11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
458,22,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
459,22,11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
460,22,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
461,22,11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
462,22,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
463,22,11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
464,22,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
465,22,11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
466,23,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
467,23,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
468,23,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
469,23,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
470,23,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
471,23,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
472,23,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
473,23,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
474,23,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
475,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
476,23,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
477,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
478,23,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
479,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
480,23,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
481,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
482,24,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
483,24,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
484,24,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
485,24,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
486,24,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
487,24,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
488,24,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
489,24,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
490,24,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
491,24,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
492,24,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
493,24,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
494,24,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
495,24,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
496,24,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
497,24,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
498,24,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
499,24,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
500,24,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
501,24,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
502,24,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
503,24,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
504,25,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
505,25,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
506,25,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
507,25,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
508,25,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
509,25,10,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
510,25,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
511,25,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
512,25,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
513,25,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
514,25,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
515,25,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
516,25,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
517,25,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
518,25,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
519,25,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
520,25,9,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
521,25,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
522,25,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
523,25,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
524,25,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
525,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
526,25,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
527,25,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
528,25,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
529,25,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
530,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
531,25,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
532,25,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
533,25,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
534,25,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
535,25,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
536,25,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
537,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
538,25,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
539,25,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
540,25,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
541,25,8,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1
542,25,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
543,25,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
544,26,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
545,26,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
546,26,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
547,26,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
548,26,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
549,26,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
550,26,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
551,26,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
552,26,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
553,26,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
554,26,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
555,26,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
556,26,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
557,26,16,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
558,26,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
559,26,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
560,26,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
561,26,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
562,26,9,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
563,26,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
564,26,9,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1
565,26,16,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
566,26,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
567,26,16,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
568,26,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
569,26,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
570,26,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
571,26,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
572,26,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
573,27,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
574,27,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
575,27,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
576,27,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
577,27,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
578,27,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
579,27,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
580,27,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
581,27,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
582,27,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
583,28,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
584,29,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
585,29,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
586,29,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
587,29,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
588,30,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
589,30,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
590,30,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
591,30,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
592,30,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
593,31,16,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
594,32,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
595,32,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
596,32,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
597,32,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
598,32,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
599,32,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
600,33,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
601,34,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
602,34,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
603,35,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
604,35,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
605,36,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
606,36,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
607,37,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
608,38,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
609,38,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
610,39,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
611,40,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
612,40,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
613,40,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
614,40,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
615,40,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
616,40,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
617,41,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
618,41,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
619,41,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
620,42,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
621,42,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
622,42,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
623,42,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
624,42,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
625,42,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0
626,43,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
627,43,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
628,44,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
629,44,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
630,44,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
631,44,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
632,44,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
633,44,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
634,44,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
635,44,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
636,44,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
637,44,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
638,44,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
639,44,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
640,44,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
641,44,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
642,44,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
643,44,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
644,44,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
645,44,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
646,44,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
647,44,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
648,44,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
649,44,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
650,45,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
651,45,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
652,45,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
653,45,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
654,45,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
655,45,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
656,45,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
657,45,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
658,45,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
659,45,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
660,45,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
661,45,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
662,45,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
663,45,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
664,45,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
665,45,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
666,45,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
667,45,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
668,45,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
669,45,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
670,46,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
671,46,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
672,46,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
673,46,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
674,46,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
675,46,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
676,46,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
677,47,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
678,47,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
679,47,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
680,47,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
681,47,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
682,47,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
683,48,13,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
684,48,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
685,48,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
686,48,13,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
687,48,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
688,48,13,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
689,48,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
690,48,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
691,48,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
692,48,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
693,48,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
694,48,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
695,48,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
696,48,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
697,48,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
698,48,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
699,48,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
700,48,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
701,48,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
702,48,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
703,48,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
704,48,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
705,48,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
706,48,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
707,48,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
708,48,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
709,48,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
710,48,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
711,48,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
712,48,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
713,49,16,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
714,49,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
715,49,16,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
716,50,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
717,50,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
718,50,13,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
719,50,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
