eventID,sceneID,speakerID,Happy Hogan (1),Tony Stark (2),Maya Hansen (3),Ho Yinsen (4),Aldrich Killian (5),JARVIS (6),James Rhodes (7),Pepper Potts (8),Savin (9),Taggart (10),Harley Keener (11),Brandt (12),Mrs. Davis (13),Gary (14),Trevor Slattery (15),VP Rodriguez (16),President Ellis (17),Bruce Banner (18)
166,10,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167,10,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168,10,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169,10,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170,10,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
171,10,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
172,10,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
173,10,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174,10,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175,10,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
176,10,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
177,10,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
178,10,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
179,10,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180,10,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
181,10,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
182,10,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183,10,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,10,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185,10,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
186,10,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
187,10,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
188,10,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
189,10,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190,10,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
191,10,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
192,10,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
193,10,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194,10,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
195,10,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196,10,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
197,10,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
198,11,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
199,11,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
200,11,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
201,11,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
202,12,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
203,12,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
204,12,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
205,12,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206,12,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
207,12,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
208,13,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
209,13,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
210,13,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211,13,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
212,13,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
213,13,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
214,13,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
215,13,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
216,13,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
217,13,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
218,13,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
219,13,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220,13,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
221,13,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
222,13,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
223,13,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
224,14,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
225,14,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
226,14,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
227,14,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
228,14,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
229,14,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230,14,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
231,14,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
232,14,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
233,14,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
234,14,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
235,14,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
236,14,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
237,14,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
238,14,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
239,14,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240,14,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
241,14,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
242,14,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
243,14,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
244,14,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
245,14,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
246,14,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
247,14,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
248,14,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
249,14,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250,14,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
251,15,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
252,15,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
253,15,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
254,15,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
255,16,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
256,16,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
257,16,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
258,16,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
259,16,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
260,16,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
261,16,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
262,16,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
263,16,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
264,16,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
265,16,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
266,17,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
267,17,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
268,17,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
269,17,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
270,17,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
271,17,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
272,17,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
273,17,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
274,17,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
275,17,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
276,17,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
277,17,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
278,17,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
279,17,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280,17,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
281,17,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
282,17,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
283,17,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
284,18,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
285,18,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
286,18,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
287,18,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
288,18,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
289,18,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
290,18,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
291,18,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
292,18,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
293,18,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
294,18,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
295,18,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
296,18,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
297,18,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
298,18,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
299,18,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300,18,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
301,18,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
302,18,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
303,18,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
304,18,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
305,18,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
306,18,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
307,18,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
308,18,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
309,18,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310,18,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
311,18,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
312,18,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
313,18,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
314,18,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
315,18,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
316,18,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
317,18,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
318,18,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
319,18,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320,18,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
