"char_ID","char_name","char_female"
1,"Katniss Everdeen",1
2,"Finnick Odair",0
3,"Boggs",0
4,"Plutarch Heavensbee",0
5,"President Coin",1
6,"Beetee",0
7,"Gale Hawthorne",0
8,"President Snow",0
9,"Egeria",1
10,"Prim Everdeen",1
11,"Caesar Flickerman",0
12,"Peeta Mellark",0
13,"Effie Trinket",1
14,"Haymitch Abernathy",0
15,"Cressida",1
16,"Messala",0
17,"Castor",0
18,"Commander Payne",1
19,"Antonius",0
20,"Annie Cresta",1
21,"Eddy",0
