eventID,sceneID,speakerID,Jimmy Petraki (1),Gus Petraki (2),Nicholas Petraki (3),Lara Croft (4),Hillary (5),Bryce (6),Jonathan Reiss (7),Sean (8),Agent Calloway (9),Agent Stevens (10),Armin Kal (11),Terry Sheridan (12),Shu Mei (13),Chen Lo (14),Xien (15),Kosa (16)
502,36,16,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
503,37,16,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
504,37,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
505,38,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
506,38,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
507,38,4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
508,38,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
509,38,4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
510,38,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
511,38,16,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
512,38,4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
513,38,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
514,38,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
