"char_ID","char_name","char_female"
1,"Meredith Quill",1
2,"Ego",0
3,"Peter Quill",0
4,"Gamora",1
5,"Drax",0
6,"Rocket Raccoon",0
7,"Groot",0
8,"Ayesha",1
9,"Nebula",1
10,"Tullk",0
11,"Yondu Udonta",0
12,"Stakar Ogord",0
13,"Taserface",0
14,"Kraglin",0
15,"Mantis",1
16,"Gef",0
17,"Martinex",0
18,"Charlie-27",0
19,"Aleta Ogord",1
