eventID,sceneID,speakerID,Meredith Quill (1),Ego (2),Peter Quill (3),Gamora (4),Drax (5),Rocket Raccoon (6),Groot (7),Ayesha (8),Nebula (9),Tullk (10),Yondu Udonta (11),Stakar Ogord (12),Taserface (13),Kraglin (14),Mantis (15),Gef (16),Martinex (17),Charlie-27 (18),Aleta Ogord (19)
42,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,2,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,2,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,2,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
48,2,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,2,5,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
50,2,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
51,3,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,3,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,3,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,3,3,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
55,4,8,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
56,4,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
57,4,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,4,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
59,4,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
60,4,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,4,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,4,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
63,4,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,4,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
65,4,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,4,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
67,4,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,4,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
69,4,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,4,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
71,4,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,4,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
73,4,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
74,4,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,4,6,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
76,5,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,5,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,5,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,5,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,5,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,5,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,5,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,5,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,5,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,5,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,5,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,5,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,5,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,5,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,5,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,5,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
92,5,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,5,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
94,5,3,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
95,5,4,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
96,5,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,5,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,5,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,5,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
100,5,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,5,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
102,5,6,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,5,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
104,5,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,5,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
106,5,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,5,4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
108,5,3,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
109,5,6,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
110,5,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
111,5,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,5,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,5,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,5,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,5,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,5,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,5,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,5,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,5,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
120,5,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,5,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
122,5,4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
123,5,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124,5,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
125,5,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126,5,5,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
127,5,4,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
128,5,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
129,5,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,5,6,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
131,5,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
132,5,3,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
133,5,4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
134,5,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
135,5,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
136,5,4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
137,5,4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
138,5,4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
139,5,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
140,5,4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
141,5,6,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142,5,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
143,5,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144,5,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
145,5,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
146,6,5,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
147,7,4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
148,7,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149,7,4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
150,7,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151,7,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152,7,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153,7,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154,7,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155,7,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156,7,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
157,7,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
158,7,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
159,7,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,7,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
161,7,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162,7,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
163,7,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164,7,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
165,7,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
166,7,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
167,7,6,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168,7,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
169,7,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170,7,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
171,7,9,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
172,7,9,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
173,7,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
174,7,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175,7,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
176,7,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
177,7,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
178,7,5,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
179,7,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180,7,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
181,7,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
182,7,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183,8,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
184,9,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
185,9,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
186,9,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
187,9,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
188,9,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
189,9,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
190,9,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
191,9,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
192,9,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
193,9,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
194,9,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
195,9,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
196,9,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
197,9,13,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
198,9,14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
199,9,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
200,9,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
201,9,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
202,10,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
203,10,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
204,10,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205,10,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206,10,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
207,10,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
208,10,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
209,10,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210,10,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211,10,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212,10,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213,10,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
214,10,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
215,10,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
216,10,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
217,10,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
218,10,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
219,11,15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220,11,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
221,11,15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
222,11,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
223,11,15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
224,11,15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
225,11,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
226,11,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
227,11,15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
228,11,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
229,12,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230,12,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
231,12,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
232,12,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
233,12,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
234,12,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
235,12,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
236,12,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
237,12,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
238,12,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
239,12,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240,12,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241,12,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
242,12,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
243,12,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
244,12,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
245,12,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
246,12,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
247,12,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
248,13,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
249,13,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
250,13,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
251,13,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
252,13,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
253,13,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
254,13,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
255,13,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
256,13,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
257,13,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
258,13,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
259,13,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
260,13,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
261,13,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
262,13,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
263,13,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
264,14,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
265,14,15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
266,14,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
267,14,15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
268,14,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
269,14,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270,14,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
271,14,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
272,14,15,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
273,14,15,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
274,14,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
275,14,15,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
276,14,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
277,14,15,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
278,14,15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
279,14,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
280,14,15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
281,14,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
282,14,15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
283,14,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
284,14,15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
285,14,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
286,14,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
287,14,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
288,14,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
289,14,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
290,14,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
291,14,15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
292,14,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
293,14,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
294,14,15,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
295,14,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
296,14,15,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
297,14,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
298,14,15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
299,15,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
300,15,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
301,15,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
302,15,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
303,15,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
304,15,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
305,15,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
306,15,13,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
