"char_ID","char_name","char_female"
1,"Tony Stark",0
2,"Jimmy",0
3,"James Rhodes",0
4,"Obadiah Stane",0
5,"Christine Everhart",1
6,"Happy Hogan",0
7,"JARVIS",0
8,"Pepper Potts",1
9,"General Gabriel",0
10,"Ho Yinsen",0
11,"Abu Bakaar",0
12,"Raza",0
13,"Phil Coulson",0
14,"Ramirez",1
15,"Major Allen",0
16,"William Riva",0
17,"Pratt",0
18,"Nick Fury",0
