eventID,sceneID,speakerID,The Ancient One (1),Kaecilius (2),Stephen Strange (3),Billy (4),Christine Palmer (5),Nicodemus West (6),Jonathan Pangborn (7),Mordo (8),Wong (9),Daniel Drumm (10),Dormammu (11),Thor (12)
58,6,3,0,0,0,0,1,0,0,0,0,0,0,0
59,6,5,0,0,1,0,0,0,0,0,0,0,0,0
60,6,3,0,0,0,0,1,0,0,0,0,0,0,0
61,6,5,0,0,1,0,0,0,0,0,0,0,0,0
62,6,3,0,0,0,0,1,0,0,0,0,0,0,0
63,6,5,0,0,1,0,0,0,0,0,0,0,0,0
64,6,3,0,0,0,0,1,0,0,0,0,0,0,0
65,6,5,0,0,1,0,0,0,0,0,0,0,0,0
66,6,3,0,0,0,0,1,0,0,0,0,0,0,0
67,6,5,0,0,1,0,0,0,0,0,0,0,0,0
68,7,3,0,0,0,1,0,0,0,0,0,0,0,0
69,7,4,0,0,1,0,0,0,0,0,0,0,0,0
70,7,3,0,0,0,1,0,0,0,0,0,0,0,0
71,7,4,0,0,1,0,0,0,0,0,0,0,0,0
72,7,3,0,0,0,1,0,0,0,0,0,0,0,0
73,7,4,0,0,1,0,0,0,0,0,0,0,0,0
74,7,3,0,0,0,1,0,0,0,0,0,0,0,0
75,8,5,0,0,1,0,0,0,0,0,0,0,0,0
76,8,5,0,0,1,0,0,0,0,0,0,0,0,0
77,8,3,0,0,0,0,1,0,0,0,0,0,0,0
78,8,5,0,0,1,0,0,0,0,0,0,0,0,0
79,8,3,0,0,0,0,1,0,0,0,0,0,0,0
80,8,5,0,0,1,0,0,0,0,0,0,0,0,0
81,8,3,0,0,0,0,1,0,0,0,0,0,0,0
82,8,5,0,0,1,0,0,0,0,0,0,0,0,0
83,8,3,0,0,0,0,1,0,0,0,0,0,0,0
84,9,6,0,0,1,0,0,0,0,0,0,0,0,0
85,9,3,0,0,0,0,0,1,0,0,0,0,0,0
86,10,5,0,0,1,0,0,0,0,0,0,0,0,0
87,10,5,0,0,1,0,0,0,0,0,0,0,0,0
88,10,3,0,0,0,0,1,0,0,0,0,0,0,0
89,10,5,0,0,1,0,0,0,0,0,0,0,0,0
90,10,3,0,0,0,0,1,0,0,0,0,0,0,0
91,10,5,0,0,1,0,0,0,0,0,0,0,0,0
92,10,3,0,0,0,0,1,0,0,0,0,0,0,0
93,10,5,0,0,1,0,0,0,0,0,0,0,0,0
94,10,3,0,0,0,0,1,0,0,0,0,0,0,0
95,10,5,0,0,1,0,0,0,0,0,0,0,0,0
96,10,3,0,0,0,0,1,0,0,0,0,0,0,0
97,10,5,0,0,1,0,0,0,0,0,0,0,0,0
98,10,3,0,0,0,0,1,0,0,0,0,0,0,0
99,10,5,0,0,1,0,0,0,0,0,0,0,0,0
100,10,3,0,0,0,0,1,0,0,0,0,0,0,0
101,10,5,0,0,1,0,0,0,0,0,0,0,0,0
102,10,3,0,0,0,0,1,0,0,0,0,0,0,0
103,10,5,0,0,1,0,0,0,0,0,0,0,0,0
104,10,3,0,0,0,0,1,0,0,0,0,0,0,0
105,10,5,0,0,1,0,0,0,0,0,0,0,0,0
106,11,3,0,0,0,0,0,0,1,0,0,0,0,0
107,11,7,0,0,1,0,0,0,0,0,0,0,0,0
108,11,3,0,0,0,0,0,0,1,0,0,0,0,0
109,11,7,0,0,1,0,0,0,0,0,0,0,0,0
110,11,3,0,0,0,0,0,0,1,0,0,0,0,0
111,11,7,0,0,1,0,0,0,0,0,0,0,0,0
112,11,3,0,0,0,0,0,0,1,0,0,0,0,0
113,11,7,0,0,1,0,0,0,0,0,0,0,0,0
114,11,3,0,0,0,0,0,0,1,0,0,0,0,0
115,11,3,0,0,0,0,0,0,1,0,0,0,0,0
116,11,7,0,0,1,0,0,0,0,0,0,0,0,0
117,11,7,0,0,1,0,0,0,0,0,0,0,0,0
118,11,3,0,0,0,0,0,0,1,0,0,0,0,0
119,11,7,0,0,1,0,0,0,0,0,0,0,0,0
120,11,7,0,0,1,0,0,0,0,0,0,0,0,0
121,11,7,0,0,1,0,0,0,0,0,0,0,0,0
122,11,3,0,0,0,0,0,0,1,0,0,0,0,0
123,11,7,0,0,1,0,0,0,0,0,0,0,0,0
124,11,7,0,0,1,0,0,0,0,0,0,0,0,0
125,12,8,0,0,1,0,0,0,0,0,0,0,0,0
126,13,3,0,0,0,0,0,0,0,1,0,0,0,0
127,13,8,0,0,1,0,0,0,0,0,0,0,0,0
128,13,8,0,0,1,0,0,0,0,0,0,0,0,0
129,13,3,0,0,0,0,0,0,0,1,0,0,0,0
130,14,8,0,0,1,0,0,0,0,0,0,0,0,0
131,14,3,0,0,0,0,0,0,0,1,0,0,0,0
132,14,3,0,0,0,0,0,0,0,1,0,0,0,0
133,14,3,1,0,0,0,0,0,0,0,0,0,0,0
134,14,8,0,0,1,0,0,0,0,0,0,0,0,0
135,14,1,0,0,0,0,0,0,0,1,0,0,0,0
136,14,1,0,0,1,0,0,0,0,0,0,0,0,0
137,14,3,1,0,0,0,0,0,0,0,0,0,0,0
138,14,1,0,0,1,0,0,0,0,0,0,0,0,0
139,14,3,1,0,0,0,0,0,0,0,0,0,0,0
140,14,1,0,0,1,0,0,0,0,0,0,0,0,0
141,14,3,1,0,0,0,0,0,0,0,0,0,0,0
142,14,1,0,0,1,0,0,0,0,0,0,0,0,0
143,14,3,1,0,0,0,0,0,0,0,0,0,0,0
144,14,1,0,0,1,0,0,0,0,0,0,0,0,0
