"char_ID","char_name","char_female"
1,"Bucky Barnes",0
2,"Steve Rogers",0
3,"Connie",1
4,"Dr. Erskine",0
5,"Johann Schmidt",0
6,"Arnim Zola",0
7,"Peggy Carter",1
8,"Gilmore Hodge",0
9,"Col. Phillips",0
10,"Sgt. Duffy",0
11,"Senator Brandt",0
12,"Heinz Kruger",0
13,"Howard Stark",0
14,"Hutter",0
15,"Schneider",0
16,"Roeder",0
17,"Gabe Jones",0
18,"Montgomery Falsworth",0
19,"Dum Dum Dugan",0
20,"Jim Morita",0
21,"Jacques Dernier",0
22,"Pvt. Lorraine",1
23,"Nick Fury",0
