"char_ID","char_name","char_female"
1,"Happy Hogan",0
2,"Tony Stark",0
3,"Maya Hansen",1
4,"Ho Yinsen",0
5,"Aldrich Killian",0
6,"JARVIS",0
7,"James Rhodes",0
8,"Pepper Potts",1
9,"Savin",0
10,"Jack Taggart",0
11,"Harley Keener",0
12,"Brandt",1
13,"Mrs. Davis",1
14,"Gary",0
15,"Trevor Slattery",0
16,"VP Rodriguez",0
17,"President Ellis",0
18,"Bruce Banner",0
