"char_ID","char_name","char_female"
1,"Nick Fury",0
2,"Phil Coulson",0
3,"Maria Hill",1
4,"Erik Selvig",0
5,"Clint Barton",0
6,"Loki",0
7,"Luchkov",0
8,"Natasha Romanoff",1
9,"Bruce Banner",0
10,"Steve Rogers",0
11,"Tony Stark",0
12,"Pepper Potts",1
13,"JARVIS",0
14,"The Other",0
15,"Jasper Sitwell",0
16,"Thor",0
