"char_ID","char_name","char_female"
1,"Terry",0
2,"Lara Croft",1
3,"Sophie",1
4,"Rose",1
5,"Nitin",0
6,"Mrs. Ahuja",1
7,"Bill",0
8,"Rog",0
9,"Bruce",0
10,"Ana",1
11,"Richard Croft",0
12,"Baxter",0
13,"Mr. Yaffe",0
14,"Alan",0
15,"Pamela",1
16,"Lu Ren",0
17,"Mathias Vogel",0
