"char_ID","char_name","char_female"
1,"Diana",1
2,"Hippolyta",1
3,"Antiope",1
4,"Menalippe",1
5,"Steve Trevor",0
6,"Artemis",1
7,"Venelia",1
8,"Philippus",1
9,"Isabel Maru",1
10,"General Ludendorff",0
11,"Senator Acantha",1
12,"Epione",1
13,"Etta Candy",1
14,"Sir Patrick",0
15,"Col. Darnell",0
16,"Field Marshall Haig",0
17,"Sameer",0
18,"Charlie",0
19,"Von Hindenberg",0
20,"The Chief",0
