eventID,sceneID,speakerID,Katniss Everdeen (1),Finnick Odair (2),Boggs (3),Plutarch Heavensbee (4),President Coin (5),Beetee (6),Gale Hawthorne (7),President Snow (8),Egeria (9),Prim Everdeen (10),Caesar Flickmerman (11),Peeta Mellark (12),Effie Trinket (13),Haymitch Abernathy (14),Cressida (15),Messala (16),Castor (17),Commander Paylor (18),Antonius (19),Annie Cresta (20),Eddy (21)
26,4,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,4,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,4,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,4,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,4,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,4,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,4,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,4,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,5,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
