eventID,sceneID,speakerID,Katniss Everdeen (1),Finnick Odair (2),Boggs (3),Plutarch Heavensbee (4),President Coin (5),Beetee (6),Gale Hawthorne (7),President Snow (8),Egeria (9),Prim Everdeen (10),Caesar Flickmerman (11),Peeta Mellark (12),Effie Trinket (13),Haymitch Abernathy (14),Cressida (15),Messala (16),Castor (17),Commander Paylor (18),Antonius (19),Annie Cresta (20),Eddy (21)
268,28,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
269,28,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270,28,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
271,28,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
272,28,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
273,28,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
274,28,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
275,28,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
276,28,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
277,29,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
278,29,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
279,29,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280,29,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
281,29,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
282,29,15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
283,30,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
284,30,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
285,30,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
286,30,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
287,30,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
288,30,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
289,30,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
290,31,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
291,31,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
292,32,4,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
293,32,14,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
294,32,4,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
295,32,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
296,32,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
297,33,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
298,34,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
299,35,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300,35,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
301,35,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
302,35,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
303,35,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
304,35,14,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
305,35,3,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
306,35,1,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
307,35,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
308,35,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
309,36,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
310,36,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
311,36,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
312,37,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
313,37,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
314,37,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
315,37,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
316,38,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
317,38,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
318,38,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
319,38,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320,38,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
321,38,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
322,38,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
323,38,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
324,38,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
325,39,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
326,39,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
327,39,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
328,40,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
329,40,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
330,40,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
331,40,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
332,40,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
333,40,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
334,41,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
335,41,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
336,41,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
337,41,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
338,41,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
339,41,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
340,41,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
341,41,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
342,41,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
343,42,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
344,42,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
345,42,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
346,42,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
347,42,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
348,42,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
349,42,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350,42,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
351,42,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
352,42,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
353,42,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
354,42,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
355,42,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
356,42,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
357,42,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
358,42,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
359,42,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
360,42,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
361,42,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
362,42,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
363,43,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
364,43,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
365,43,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
366,43,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
367,43,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
368,43,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
369,43,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
370,43,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
371,43,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
372,43,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
373,43,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
374,43,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
375,44,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
376,44,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
377,44,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
378,44,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
379,44,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
380,44,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
381,44,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
382,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
383,45,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
384,45,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
385,45,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
386,45,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
387,45,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
388,46,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
389,47,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
390,48,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
391,48,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
392,48,4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
393,48,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
394,48,14,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
395,48,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
396,48,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
397,48,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
398,48,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
399,48,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
400,48,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
401,48,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
402,48,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
403,48,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
404,48,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
405,48,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
406,48,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
407,48,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
408,48,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
409,48,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
410,48,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
411,48,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
412,48,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
413,48,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
414,48,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
415,48,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
416,48,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
417,48,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
418,48,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
419,48,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
420,49,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
421,49,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
422,49,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
423,50,14,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
424,51,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
425,51,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
426,51,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
427,51,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
428,51,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
429,51,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
430,51,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
431,51,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
432,52,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
433,52,14,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
434,53,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
435,53,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
436,54,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
437,54,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
438,54,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
439,54,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
440,54,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
441,54,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
442,54,6,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
443,54,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
