"char_ID","char_name","char_female"
1,"Seneca Crane",0
2,"Caesar Flickerman",0
3,"Katniss Everdeen",1
4,"Prim Everdeen",1
5,"Gale Hawthorne",0
6,"Effie Trinket",1
7,"Peeta Mellark",0
8,"Haymitch Abernathy",0
9,"Claudius Templesmith",0
10,"Flavius",0
11,"Cinna",0
12,"President Snow",0
13,"Atala",1
14,"Venia",1
15,"Glimmer",1
16,"Cato",0
17,"Fox Face",1
18,"Rue",1
19,"Marvel",0
20,"Clove",1
21,"Thresh",0
