"char_ID","char_name","char_female"
1,"Hank Pym",0
2,"Mitchell Carson",0
3,"Howard Stark",0
4,"Peggy Carter",1
5,"Peachy",0
6,"Scott Lang",0
7,"Luis",0
8,"Dale",0
9,"Dave",0
10,"Kurt",0
11,"Hope Van Dyne",1
12,"Darren Cross",0
13,"Frank",0
14,"Cassie Lang",1
15,"Paxton",0
16,"Maggie Lang",1
17,"Sam Wilson",0
