"char_ID","char_name","char_female"
1,"Gale Hawthorne",0
2,"Katniss Everdeen",1
3,"Haymitch Abernathy",0
4,"Peeta Mellark",0
5,"Prim Everdeen",1
6,"President Snow",0
7,"Effie Trinket",1
8,"Flavius",0
9,"Cinna",0
10,"Caesar Flickerman",0
11,"Octavia",1
12,"Plutarch Heavensbee",0
13,"Cray",0
14,"Commander Thread",0
15,"Finnick Odair",0
16,"Claudius Templesmith",0
17,"Johanna Mason",1
18,"Beetee",0
19,"Wiress",1
20,"Gloss",0
21,"Cashmere",1
