"char_ID","char_name","char_female"
1,"Bruce Banner",0
2,"Kathleen Sparr",1
3,"General Ross",0
4,"Joe Greller",0
5,"Emil Blonsky",0
6,"Martina",1
7,"Stanley",0
8,"Betty Ross",1
9,"Leonard Samson",0
10,"Samuel Sterns",0
11,"Tony Stark",0
