"char_ID","char_name","char_female"
1,"Jimmy Petraki",0
2,"Gus Petraki",0
3,"Nicholas Petraki",0
4,"Lara Croft",1
5,"Hillary",0
6,"Bryce",0
7,"Jonathan Reiss",0
8,"Sean",0
9,"Agent Calloway",0
10,"Agent Stevens",0
11,"Armin Kal",0
12,"Terry Sheridan",0
13,"Shu Mei",1
14,"Chen Lo",0
15,"Xien",0
16,"Kosa",0
