eventID,sceneID,speakerID,Anton Vanko (1),Ivan Vanko (2),Tony Stark (3),Happy Hogan (4),Senator Stern (5),Justin Hammer (6),James Rhodes (7),JARVIS (8),Pepper Potts (9),Natasha Romanoff (10),Elon Musk (11),Christine Everhart (12),Major Allen (13),Nick Fury (14),Jack (15),General Meade (16),Phil Coulson (17),Howard Stark (18),Bambi Arbogast (19)
471,21,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
472,21,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
473,21,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
474,21,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
475,21,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
476,21,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
477,21,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
478,21,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
479,21,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
480,21,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
481,21,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
482,21,14,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
483,21,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
484,21,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
485,21,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486,21,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
487,21,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
488,21,14,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
489,21,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
490,21,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
491,21,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
492,21,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
493,21,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
494,21,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
495,21,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
496,21,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
497,21,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
498,22,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
499,22,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500,22,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
501,22,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
502,22,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
503,22,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
504,22,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
505,22,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
506,22,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
507,22,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
508,22,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
509,22,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
510,22,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511,22,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
512,22,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
513,22,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
514,22,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
515,22,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
516,22,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
517,22,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
518,22,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
519,22,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
520,22,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
521,22,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
522,22,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
523,23,16,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
524,23,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
525,23,16,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
526,23,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
527,23,16,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
528,23,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
529,23,16,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
530,23,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
531,23,16,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
532,23,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
533,23,16,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
534,23,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
535,24,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
536,24,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
537,24,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
538,24,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
539,24,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
540,24,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
541,24,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
542,24,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
543,24,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
544,24,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
545,24,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
546,24,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
547,24,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
548,24,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
549,24,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
550,24,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
551,24,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
552,24,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
553,24,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
554,24,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
555,24,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
556,24,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
557,24,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
558,24,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
559,24,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
560,24,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
561,24,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
562,24,17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
563,24,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
564,24,17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
565,24,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
566,24,17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
567,25,13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
568,25,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
569,25,13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
570,25,6,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
571,25,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
572,25,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
573,25,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
574,25,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
575,26,6,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
576,26,6,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
577,26,6,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
578,26,6,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
579,26,6,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
580,26,6,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
581,26,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
582,26,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
583,26,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
584,26,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
585,26,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
586,27,18,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
587,27,18,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
588,28,19,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
589,28,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
590,28,19,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
591,28,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
592,28,19,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
593,28,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
594,28,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
595,28,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
596,28,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
597,28,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
598,28,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
599,28,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600,28,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
601,28,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
602,28,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
603,28,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
604,28,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
605,28,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
606,28,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
607,28,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
608,28,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
609,28,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
610,28,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
611,28,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
612,28,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
613,28,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
614,28,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
615,28,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
616,28,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
617,28,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
618,28,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
619,28,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
620,28,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
621,28,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
622,28,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
623,28,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
624,28,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
625,28,3,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
626,28,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
627,28,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
628,28,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
629,28,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
630,28,9,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
631,28,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
632,28,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
633,28,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
634,28,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
635,28,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
636,28,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
637,28,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
638,29,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
639,29,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
640,29,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
641,29,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
642,29,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
643,29,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
644,29,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
645,29,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
646,29,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
647,29,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
648,29,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
649,30,17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
650,30,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
651,30,17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
652,30,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
653,30,17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
654,30,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
655,30,17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
656,30,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
657,30,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
658,30,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
659,30,17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
660,30,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
661,30,17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
662,30,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
663,30,17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
664,30,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
665,30,17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
666,30,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
667,30,17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
668,31,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
669,31,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
670,31,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
671,31,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
672,32,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
673,32,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
674,32,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
675,32,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
676,32,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
677,32,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
678,32,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
679,32,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
680,32,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
681,32,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
682,32,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
683,33,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
684,33,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
685,33,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
686,33,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
687,33,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
688,33,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
689,34,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
690,34,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
691,34,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
692,34,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
693,34,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
694,34,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
695,34,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
696,34,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
697,34,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
698,34,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
699,34,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
700,34,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
701,34,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
702,34,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
703,34,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
704,34,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
705,34,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
706,35,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
707,35,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
708,35,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
709,35,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
710,36,4,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
711,36,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
712,37,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
713,37,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
714,37,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
715,37,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
716,37,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
717,37,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
718,37,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
719,37,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
720,37,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
721,37,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
722,37,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
723,37,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
724,37,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
725,37,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
726,37,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
727,37,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
728,37,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
729,37,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
730,37,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
731,37,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
732,37,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
733,37,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
734,37,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
735,37,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
736,37,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
737,38,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
738,38,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
739,38,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
740,38,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
741,38,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
742,38,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
743,38,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
744,38,6,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
745,38,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
746,38,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
747,38,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
748,38,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
749,38,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
750,38,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
751,39,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
752,39,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
753,40,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
754,40,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
755,40,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
756,40,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
757,40,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
758,41,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
759,41,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
760,42,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
761,42,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
762,42,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
763,43,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
764,43,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
765,43,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766,44,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
767,44,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
768,44,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
769,44,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
770,44,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
771,44,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
772,44,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
773,45,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
774,45,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
775,45,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
776,45,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
777,46,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
778,47,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
779,48,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
780,48,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
781,49,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
782,49,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
783,49,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
