"char_ID","char_name","char_female"
1,"Jane Foster",1
2,"Darcy Lewis",1
3,"Erik Selvig",0
4,"Thor",0
5,"Odin",0
6,"Loki",0
7,"Volstagg",0
8,"Fandral",0
9,"Hogun",0
10,"Sif",1
11,"Heimdall",0
12,"King Laufey",0
13,"Phil Coulson",0
14,"Frigga",1
15,"Jasper Sitwell",0
16,"Clint Barton",0
17,"Agent Garrett",0
18,"Agent Jackson",0
19,"Nick Fury",0
