eventID,sceneID,speakerID,Hank Pym (1),Mitchell Carson (2),Howard Stark (3),Peggy Carter (4),Peachy (5),Scott Lang (6),Luis (7),Dale (8),Dave (9),Kurt (10),Hope Van Dyne (11),Darren Cross (12),Frank (13),Cassie Lang (14),Paxton (15),Maggie Lang (16),Sam Wilson (17)
794,85,16,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
795,85,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
796,85,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
797,85,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
798,85,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
799,85,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
800,86,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
801,86,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
802,86,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
803,86,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
804,86,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
805,86,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
806,86,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
807,86,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
808,86,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
809,86,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
810,87,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
811,87,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
812,87,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
813,87,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
