eventID,sceneID,speakerID,Tony Stark (1),Jimmy (2),James Rhodes (3),Obadiah Stane (4),Christine Everhart (5),Happy Hogan (6),JARVIS (7),Pepper Potts (8),General Gabriel (9),Ho Yinsen (10),Abu Bakaar (11),Raza (12),Phil Coulson (13),Ramirez (14),Major Allen (15),William Riva (16),Pratt (17),Nick Fury (18)
388,35,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
389,35,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
390,35,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
391,35,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
392,35,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
393,35,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
394,35,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
395,35,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
396,35,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
397,35,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
398,35,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
399,35,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
400,35,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
401,35,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
402,35,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
403,35,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
404,35,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
405,35,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
406,35,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
407,35,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
408,35,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
409,35,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
410,35,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
411,35,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
412,35,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
413,35,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
414,36,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
415,36,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
416,36,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
417,36,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
418,36,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
419,36,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
420,36,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
421,36,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
422,36,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
423,36,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
424,36,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
425,36,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
426,36,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
427,36,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
428,36,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
429,36,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
430,36,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
431,36,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
432,36,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
433,36,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
434,36,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
435,36,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
436,36,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
437,36,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
438,37,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
439,37,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440,37,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
441,37,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
442,37,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
443,37,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
444,37,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
445,38,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
446,38,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
447,38,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
448,38,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
449,38,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
450,38,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
451,38,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
452,39,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
453,39,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
454,39,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
455,39,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
456,39,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
457,39,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
458,39,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
459,39,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,39,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
461,39,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
462,39,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
463,39,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
464,39,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
465,39,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
466,39,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
467,39,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
468,39,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
469,39,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
470,39,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
471,39,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
472,39,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
473,39,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
474,39,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
475,39,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
476,39,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
477,39,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
478,40,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
479,40,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
480,40,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
481,40,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
482,40,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
483,40,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
484,40,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
485,40,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486,40,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
487,40,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
488,40,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
489,40,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
490,40,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
491,40,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
492,40,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
493,40,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
494,40,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
495,40,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
496,40,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
497,40,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
498,40,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
499,40,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
500,40,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
501,41,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
502,41,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
503,41,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
504,41,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
505,41,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
506,41,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
507,41,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
508,41,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
509,41,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
510,41,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
511,41,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
512,41,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
513,41,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
514,42,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
515,42,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
516,42,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
517,42,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
518,42,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
519,42,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
520,42,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
521,43,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
522,43,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
523,43,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
524,43,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
525,43,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
526,43,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
527,43,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
528,43,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
529,43,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
530,43,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
531,43,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
532,43,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
533,43,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
534,43,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
535,43,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
536,43,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
537,43,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
538,43,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
539,43,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
540,43,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
541,43,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
542,43,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
543,43,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
544,43,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
545,43,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
546,43,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
547,43,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
548,43,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
549,43,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
550,43,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
551,43,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
552,43,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
553,43,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
554,43,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
555,43,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
556,44,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
557,44,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
558,44,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
559,44,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
560,44,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
561,44,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
562,44,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
563,44,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
564,44,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
565,44,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
566,44,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
567,44,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
568,44,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
569,44,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
570,45,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
571,45,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
572,45,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
573,45,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
574,45,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
575,45,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
576,45,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
577,45,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
578,45,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
579,45,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
580,45,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
581,45,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
582,45,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
583,45,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
584,45,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
585,45,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
586,45,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
587,45,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
588,46,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
589,46,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
590,46,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
591,46,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
592,46,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
593,47,15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
594,47,15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
595,47,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
596,47,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
597,47,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
598,47,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
599,47,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600,47,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
601,47,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
602,47,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
603,47,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
604,47,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
605,47,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
606,47,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
607,47,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
608,47,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
609,47,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
610,47,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
611,47,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
612,47,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
613,47,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
614,47,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
615,47,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
616,47,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
617,47,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
618,47,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
619,47,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
620,47,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
621,47,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
622,47,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
623,47,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
624,47,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
625,47,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
626,47,15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
627,47,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
628,47,15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
629,47,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
630,47,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
631,47,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
632,47,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
633,47,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
634,47,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
635,47,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
636,47,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
637,48,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
638,48,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
639,48,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
640,48,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
641,48,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
642,48,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
643,48,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
644,49,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
645,49,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
646,49,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
647,49,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
648,49,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
649,50,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
650,50,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
651,50,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
652,50,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
653,51,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
654,51,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
655,51,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
656,51,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
657,51,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
658,51,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
659,51,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
660,51,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
661,51,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
662,51,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
663,52,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
664,52,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
665,52,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
666,52,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
667,52,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
668,52,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
669,52,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
670,52,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
671,52,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
672,52,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
673,52,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
674,52,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
675,52,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
676,52,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
677,53,13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
678,53,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
679,53,13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
680,53,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
681,53,13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
682,53,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
683,54,16,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
684,54,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
685,54,16,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
686,54,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
687,54,16,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
688,54,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
689,54,16,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
690,55,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
691,55,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
692,55,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
693,55,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
694,55,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
695,56,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
696,56,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
697,56,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
698,56,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
699,56,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
700,57,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
701,57,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
702,57,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
703,57,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
704,57,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
705,58,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
706,58,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
707,58,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
708,58,13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
709,59,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
710,59,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
711,59,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
712,59,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
713,60,13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
714,60,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
715,61,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
716,61,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
