"char_ID","char_name","char_female"
1,"Algrim",0
2,"Malekith",0
3,"Frigga",1
4,"Loki",0
5,"Odin",0
6,"Sif",1
7,"Thor",0
8,"Fandral",0
9,"Hogun",0
10,"Heimdall",0
11,"Richard",0
12,"Jane Foster",1
13,"Darcy Lewis",1
14,"Ian Boothby",0
15,"Maddie",1
16,"Navid",0
17,"Eir",1
18,"Volstagg",0
19,"Erik Selvig",0
20,"Carina",1
21,"The Collector",0
