"char_ID","char_name","char_female"
1,"The Ancient One",1
2,"Kaecilius",0
3,"Stephen Strange",0
4,"Billy",0
5,"Christine Palmer",1
6,"Nicodemus West",0
7,"Jonathan Pangborn",0
8,"Mordo",0
9,"Wong",0
10,"Daniel Drumm",0
11,"Dormammu",0
12,"Thor",0
